Feature	Gain	Cover	Frequency
Master_cconsumos	0.00133732893065067	0.00207799852894474	0.00256410256410256
mtarjeta_master_consumo	0.00129126409810743	0.00422978019109508	0.00205128205128205
ctarjeta_master	0.00121257598544772	0.000326021041214102	0.000717948717948718
ccaja_seguridad	0.00111413396457451	0.00617150208403144	0.00133333333333333
Visa_msaldodolares	0.00108797257773297	0.00249247573996997	0.00225641025641026
Visa_mpagosdolares	0.00107738364847469	0.00324139270293719	0.00194871794871795
Master_mconsumototal	0.00106413082698988	0.00200183706020253	0.00256410256410256
Visa_madelantodolares	0.00105848707616649	0.000591071112416642	0.000205128205128205
Visa_status	0.0010204829786679	0.00547273914242186	0.00102564102564103
matm	0.00100751852887473	0.00154122611048404	0.00276923076923077
cseguro_accidentes_personales	0.000966549366140269	0.00715337153965178	0.00194871794871795
active_quarter	0.000858684822818176	0.000793826704710681	0.000717948717948718
Master_mpagado	0.000819852456016173	0.00619201149633662	0.00153846153846154
tpaquete9	0.000715600031058257	0.0047865943157094	0.00123076923076923
tmobile_app	0.000614527895173258	0.00572520592790878	0.00102564102564103
ccajas_trx	0.000587758899473973	0.00296635660783933	0.00082051282051282
tpaquete7	0.000533365806559272	0.00535713113783408	0.00082051282051282
ccheques_emitidos	0.000483805066838975	0.00237010092297679	0.000307692307692308
ctarjeta_master_trx	0.000444230511020833	0.000942522431721905	0.00102564102564103
matm_other	0.000418033717022192	0.0018517680683208	0.00174358974358974
mtarjeta_visa_descuentos	0.000387932356745407	0.00548596428019653	0.00205128205128205
ctarjeta_master_debitos_automaticos	0.000323596692376946	0.000773217780458364	0.000512820512820513
catm_trx_other	0.000307502531254709	0.00109413385878428	0.00112820512820513
inversiones%	0.000285798381731336	0.00458057473154923	0.000615384615384615
ctarjeta_visa_descuentos	0.000270560247105834	0.00216580787109947	0.00123076923076923
Visa_delinquency	0.00026839124332845	0.000925485986371849	0.000717948717948718
Master_mconsumosdolares	0.0002418470515668	0.000509988777888453	0.00164102564102564
Master_madelantodolares	0.000222730248402792	0.000128126607537762	0.000205128205128205
cplazo_fijo	0.000218951208773224	0.000998786486633831	0.000307692307692308
mcheques_emitidos	0.000215271556766482	0.000793050511523003	0.000102564102564103
internet	0.000204927459273281	0.00116329963764267	0.00041025641025641
Master_msaldodolares	0.000179305714570178	0.000503898646723597	0.000307692307692308
ccajas_extracciones	0.000151359250590292	0.00178006971040775	0.000307692307692308
cinversion1	0.000149887608940081	0.000744906631497552	0.000102564102564103
Visa_madelantopesos	0.000136804896533557	0.000117931608553456	0.000205128205128205
mttarjeta_master_debitos_automaticos	0.00011786473930368	0.00157948347856132	0.000512820512820513
tpaquete1	0.000103234149773712	0.00312219231705772	0.00041025641025641
cseguro_vivienda	0.000100134258308058	0.000471706531824396	0.000205128205128205
mcheques_depositados	8.85720859500978e-05	0.00232771380909329	0.000307692307692308
ccajeros_propios_descuentos	8.69214566145186e-05	0.00153626046432185	0.000307692307692308
cseguro_auto	8.3661400052418e-05	0.00237915153456901	0.000307692307692308
mcaja_ahorro_adicional	6.82648953283977e-05	0.000278857353867962	0.000102564102564103
Visa_cadelantosefectivo	4.94323658365846e-05	3.51326929371341e-05	0.000102564102564103
mforex_sell	4.91608303625633e-05	0.000373393703649232	0.000512820512820513
Master_mpagosdolares	4.84404197502828e-05	0.000187754166262959	0.000717948717948718
Master_delinquency	3.73604546439841e-05	0.000230449767182595	0.000205128205128205
ccheques_depositados	2.80545846576762e-05	0.000793050511523003	0.000102564102564103
Master_madelantopesos	1.2387227216053e-05	0.000258621599417413	0.000717948717948718
cforex	5.58694430406441e-06	0.00018543553789464	0.000205128205128205
ctarjeta_visa	3.85156183798341e-08	0.000418223835834982	0.00041025641025641
cforex_sell	7.19492764511273e-14	2.80723202876803e-05	0.000102564102564103
Master_cadelantosefectivo	4.48024842248672e-14	2.18826771756856e-05	0.000102564102564103
